Ticket Number,Date,Application,Description,Incident Description,Steps Taken,Proposed Fix,ErrorNo
12,16/03/20,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
13,17/03/20,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
14,18/03/20,SP_PYR,Error in generating employee attendance report,SP_PYR Error in generating employee attendance report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
15,19/03/20,SP_PYR,Unable to view Employees Attendance Report,SP_PYR Unable to view Employees Attendance Report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
16,20/03/20,SP_PYR,Payroll calculations not reflecting in payslips,SP_PYR Payroll calculations not reflecting in payslips,Checked all payroll settings and parameters,Verified employee’s salary details Issue resolved ,
17,21/03/20,SP_PYR,Error in generating payslip,SP_PYR Error in generating payslip,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
18,22/03/20,SP_PYR,Error in generating leave report,SP_PYR Error in generating leave report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
19,23/03/20,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,ERRPYR0222
20,24/03/20,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
21,25/03/20,SP_PYR,Error in generating employee attendance report,SP_PYR Error in generating employee attendance report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
22,26/03/20,SP_PYR,Unable to view Employees Attendance Report,SP_PYR Unable to view Employees Attendance Report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
23,27/03/20,SP_PYR,Payroll calculations not reflecting in payslips,SP_PYR Payroll calculations not reflecting in payslips,Checked all payroll settings and parameters,Verified employee’s salary details Issue resolved ,
24,28/03/20,SP_PYR,Error in generating payslip,SP_PYR Error in generating payslip,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
25,29/03/20,SP_PYR,Error in generating leave report,SP_PYR Error in generating leave report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
26,30/03/20,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
27,31/03/20,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
28,1/4/2020,SP_PYR,Error in generating employee attendance report,SP_PYR Error in generating employee attendance report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
29,2/4/2020,SP_PYR,Unable to view Employees Attendance Report,SP_PYR Unable to view Employees Attendance Report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
30,3/4/2020,SP_PYR,Payroll calculations not reflecting in payslips,SP_PYR Payroll calculations not reflecting in payslips,Checked all payroll settings and parameters,Verified employee’s salary details Issue resolved ,
31,4/4/2020,SP_PYR,Error in generating payslip,SP_PYR Error in generating payslip,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
32,5/4/2020,SP_PYR,Error in generating leave report,SP_PYR Error in generating leave report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
33,6/4/2020,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
34,7/4/2020,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
35,8/4/2020,SP_PYR,Error in generating employee attendance report,SP_PYR Error in generating employee attendance report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
36,9/4/2020,SP_PYR,Unable to view Employees Attendance Report,SP_PYR Unable to view Employees Attendance Report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
37,10/4/2020,SP_PYR,Payroll calculations not reflecting in payslips,SP_PYR Payroll calculations not reflecting in payslips,Checked all payroll settings and parameters,Verified employee’s salary details Issue resolved ,
38,11/4/2020,SP_PYR,Error in generating payslip,SP_PYR Error in generating payslip,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
39,12/4/2020,SP_PYR,Error in generating leave report,SP_PYR Error in generating leave report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
40,13/04/20,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
41,14/04/20,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
42,15/04/20,SP_PYR,Error in generating employee attendance report,SP_PYR Error in generating employee attendance report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
43,16/04/20,SP_PYR,Unable to view Employees Attendance Report,SP_PYR Unable to view Employees Attendance Report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
44,17/04/20,SP_PYR,Payroll calculations not reflecting in payslips,SP_PYR Payroll calculations not reflecting in payslips,Checked all payroll settings and parameters,Verified employee’s salary details Issue resolved ,
45,18/04/20,SP_PYR,Error in generating payslip,SP_PYR Error in generating payslip,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
46,19/04/20,SP_PYR,Error in generating leave report,SP_PYR Error in generating leave report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
47,20/04/20,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
48,21/04/20,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
49,22/04/20,SP_PYR,Error in generating employee attendance report,SP_PYR Error in generating employee attendance report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
50,23/04/20,SP_PYR,Unable to view Employees Attendance Report,SP_PYR Unable to view Employees Attendance Report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
51,24/04/20,SP_PYR,Payroll calculations not reflecting in payslips,SP_PYR Payroll calculations not reflecting in payslips,Checked all payroll settings and parameters,Verified employee’s salary details Issue resolved ,
52,25/04/20,SP_PYR,Error in generating payslip,SP_PYR Error in generating payslip,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
53,26/04/20,SP_PYR,Error in generating leave report,SP_PYR Error in generating leave report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
54,27/04/20,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
55,28/04/20,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,ERRPYR0111
56,29/04/20,SP_PYR,Error in generating employee attendance report,SP_PYR Error in generating employee attendance report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
57,30/04/20,SP_PYR,Unable to view Employees Attendance Report,SP_PYR Unable to view Employees Attendance Report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
58,1/5/2020,SP_PYR,Payroll calculations not reflecting in payslips,SP_PYR Payroll calculations not reflecting in payslips,Checked all payroll settings and parameters,Verified employee’s salary details Issue resolved ,
59,2/5/2020,SP_PYR,Error in generating payslip,SP_PYR Error in generating payslip,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
60,3/5/2020,SP_PYR,Error in generating leave report,SP_PYR Error in generating leave report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
61,4/5/2020,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
62,5/5/2020,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
63,6/5/2020,SP_PYR,Error in generating employee attendance report,SP_PYR Error in generating employee attendance report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
64,7/5/2020,SP_PYR,Unable to view Employees Attendance Report,SP_PYR Unable to view Employees Attendance Report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
65,8/5/2020,SP_PYR,Payroll calculations not reflecting in payslips,SP_PYR Payroll calculations not reflecting in payslips,Checked all payroll settings and parameters,Verified employee’s salary details Issue resolved ,
66,9/5/2020,SP_PYR,Error in generating payslip,SP_PYR Error in generating payslip,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
67,10/5/2020,SP_PYR,Error in generating leave report,SP_PYR Error in generating leave report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
68,11/5/2020,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
69,12/5/2020,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
70,13/05/20,SP_PYR,Error in generating employee attendance report,SP_PYR Error in generating employee attendance report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
71,14/05/20,SP_PYR,Unable to view Employees Attendance Report,SP_PYR Unable to view Employees Attendance Report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
72,15/05/20,SP_PYR,Payroll calculations not reflecting in payslips,SP_PYR Payroll calculations not reflecting in payslips,Checked all payroll settings and parameters,Verified employee’s salary details Issue resolved ,
73,16/05/20,SP_PYR,Error in generating payslip,SP_PYR Error in generating payslip,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
74,17/05/20,SP_PYR,Error in generating leave report,SP_PYR Error in generating leave report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
75,18/05/20,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
76,19/05/20,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
77,20/05/20,SP_PYR,Error in generating employee attendance report,SP_PYR Error in generating employee attendance report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
78,21/05/20,SP_PYR,Unable to view Employees Attendance Report,SP_PYR Unable to view Employees Attendance Report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
79,22/05/20,SP_PYR,Payroll calculations not reflecting in payslips,SP_PYR Payroll calculations not reflecting in payslips,Checked all payroll settings and parameters,Verified employee’s salary details Issue resolved ,
80,23/05/20,SP_PYR,Error in generating payslip,SP_PYR Error in generating payslip,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
81,24/05/20,SP_PYR,Error in generating leave report,SP_PYR Error in generating leave report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
82,25/05/20,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
83,26/05/20,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
84,27/05/20,SP_PYR,Error in generating employee attendance report,SP_PYR Error in generating employee attendance report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
85,28/05/20,SP_PYR,Unable to view Employees Attendance Report,SP_PYR Unable to view Employees Attendance Report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
86,29/05/20,SP_PYR,Payroll calculations not reflecting in payslips,SP_PYR Payroll calculations not reflecting in payslips,Checked all payroll settings and parameters,Verified employee’s salary details Issue resolved ,
87,30/05/20,SP_PYR,Error in generating payslip,SP_PYR Error in generating payslip,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
88,31/05/20,SP_PYR,Error in generating leave report,SP_PYR Error in generating leave report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
89,1/6/2020,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
90,2/6/2020,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
91,3/6/2020,SP_PYR,Error in generating employee attendance report,SP_PYR Error in generating employee attendance report,Verified database and report settings,Applied latest payroll patch Issue resolved ,ERRPYR0453
92,4/6/2020,SP_PYR,Unable to view Employees Attendance Report,SP_PYR Unable to view Employees Attendance Report,Verified database and report settings,Applied latest payroll patch Issue resolved ,
93,5/6/2020,SP_PYR,Payroll calculations not reflecting in payslips,SP_PYR Payroll calculations not reflecting in payslips,Checked all payroll settings and parameters,Verified employee’s salary details Issue resolved ,
94,6/6/2020,SP_PYR,Error in generating payslip,SP_PYR Error in generating payslip,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
95,7/6/2020,SP_PYR,Error in generating leave report,SP_PYR Error in generating leave report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
96,8/6/2020,SP_PYR,Unable to generate end of month payroll report,SP_PYR Unable to generate end of month payroll report,Checked database settings and report parameters,Applied latest payroll patch Issue resolved ,
97,9/6/2020,SP_PYR,Error in tax calculations,SP_PYR Error in tax calculations,Analyzed report configurations and parameters,Applied latest payroll patch Issue resolved ,
1,12/3/2020,SP_SRM,Supplier Relationship Management Module is not responding correctly,SP_SRM Supplier Relationship Management Module is not responding correctly,Verified system settings,Re-established connection between ERP and SRM.,
2,12/4/2020,SP_SRM,Invoices not generating in SRM Module,SP_SRM Invoices not generating in SRM Module,Verified invoice settings,Corrected invoice settings to generate invoices.,
3,12/5/2020,SP_SRM,Unable to view supplier details in SRM Module,SP_SRM Unable to view supplier details in SRM Module,Verified user access,Assigned user access to view supplier details.,
4,12/6/2020,SP_SRM,Unable to save supplier details in SRM Module,SP_SRM Unable to save supplier details in SRM Module,Verified user access,Assigned necessary user access to save supplier details.,
5,12/7/2020,SP_SRM,SP ERP system not responding to SRM Module queries,SP_SRM SP ERP system not responding to SRM Module queries,Checked network settings,Adjusted network settings to improve response.,
6,12/8/2020,SP_SRM,Incorrect supplier data showing in SRM Module,SP_SRM Incorrect supplier data showing in SRM Module,Checked data integrity,Corrected data integrity to show correct supplier data.,
7,12/9/2020,SP_SRM,Unable to add new suppliers in SRM Module,SP_SRM Unable to add new suppliers in SRM Module,Verified user access,Assigned user access to add new suppliers.,
8,12/10/2020,SP_SRM,Unable to approve invoices in SRM Module,SP_SRM Unable to approve invoices in SRM Module,Verified user access,Assigned user access to approve invoices.,
9,12/11/2020,SP_SRM,Incorrect price of goods displaying in SRM Module,SP_SRM Incorrect price of goods displaying in SRM Module,Verified supplier data,Corrected supplier data to display correct price of goods.,
10,12/12/2020,SP_SRM,Unable to access supplier contacts in SRM Module,SP_SRM Unable to access supplier contacts in SRM Module,Verified user access,Assigned user access to access supplier contacts.,
11,12/13/2020,SP_SRM,SP ERP not processing SRM Module requests,SP_SRM SP ERP not processing SRM Module requests,Checked system settings,Adjusted system settings to process requests.,
12,12/14/2020,SP_SRM,Unable to access supplier documents in SRM Module,SP_SRM Unable to access supplier documents in SRM Module,Verified user access,Assigned user access to access supplier documents.,
13,12/15/2020,SP_SRM,Unable to update supplier information in SRM Module,SP_SRM Unable to update supplier information in SRM Module,Verified user access,Assigned user access to update supplier information.,
14,12/16/2020,SP_SRM,Incorrect payment terms showing in SRM Module,SP_SRM Incorrect payment terms showing in SRM Module,Verified supplier data,Corrected supplier data to display correct payment terms.,
15,12/17/2020,SP_SRM,Unable to view supplier ratings in SRM Module,SP_SRM Unable to view supplier ratings in SRM Module,Verified user access,Assigned user access to view supplier ratings.,
16,12/18/2020,SP_SRM,SRM Module not responding to SP ERP requests,SP_SRM SRM Module not responding to SP ERP requests,Checked system settings,Adjusted system settings to respond to requests.,
17,12/19/2020,SP_SRM,Unable to approve purchase orders in SRM Module,SP_SRM Unable to approve purchase orders in SRM Module,Verified user access,Assigned user access to approve purchase orders.,
18,12/20/2020,SP_SRM,Unable to view supplier contracts in SRM Module,SP_SRM Unable to view supplier contracts in SRM Module,Verified user access,Assigned user access to view supplier contracts.,
19,12/21/2020,SP_SRM,Incorrect supplier address showing in SRM Module,SP_SRM Incorrect supplier address showing in SRM Module,Verified supplier data,Corrected supplier data to display correct address.,
20,12/22/2020,SP_SRM,Unable to add new contracts in SRM Module,SP_SRM Unable to add new contracts in SRM Module,Verified user access,Assigned user access to add new contracts.,
21,12/23/2020,SP_SRM,Unable to update supplier payment information in SRM Module,SP_SRM Unable to update supplier payment information in SRM Module,Verified user access,Assigned user access to update supplier payment information.,
22,12/24/2020,SP_SRM,Unable to approve supplier contracts in SRM Module,SP_SRM Unable to approve supplier contracts in SRM Module,Verified user access,Assigned user access to approve supplier contracts.,
23,12/25/2020,SP_SRM,Incorrect supplier contact details showing in SRM Module,SP_SRM Incorrect supplier contact details showing in SRM Module,Verified supplier data,Corrected supplier data to display correct contact details.,
24,12/26/2020,SP_SRM,Unable to view supplier performance metrics in SRM Module,SP_SRM Unable to view supplier performance metrics in SRM Module,Verified user access,Assigned user access to view supplier performance metrics.,
25,12/27/2020,SP_SRM,SRM Module not processing SP ERP requests,SP_SRM SRM Module not processing SP ERP requests,Checked system settings,Adjusted system settings to process requests.,
26,12/28/2020,SP_SRM,Unable to approve supplier invoices in SRM Module,SP_SRM Unable to approve supplier invoices in SRM Module,Verified user access,Assigned user access to approve supplier invoices.,
27,12/29/2020,SP_SRM,Unable to add new suppliers in SRM Module,SP_SRM Unable to add new suppliers in SRM Module,Verified user access,Assigned necessary user access to add new suppliers.,
28,12/30/2020,SP_SRM,Incorrect supplier status showing in SRM Module,SP_SRM Incorrect supplier status showing in SRM Module,Verified supplier data,Corrected supplier data to display correct status.,
29,12/31/2020,SP_SRM,Unable to view supplier financials in SRM Module,SP_SRM Unable to view supplier financials in SRM Module,Verified user access,Assigned user access to view supplier financials.,
30,1/1/2021,SP_SRM,Unable to update supplier financial information in SRM Module,SP_SRM Unable to update supplier financial information in SRM Module,Verified user access,Assigned user access to update supplier financial information.,ERRSRM0666
31,1/2/2021,SP_SRM,Unable to approve supplier status changes in SRM Module,SP_SRM Unable to approve supplier status changes in SRM Module,Verified user access,Assigned user access to approve supplier status changes.,
32,1/3/2021,SP_SRM,Incorrect supplier payment terms showing in SRM Module,SP_SRM Incorrect supplier payment terms showing in SRM Module,Verified supplier data,Corrected supplier data to display correct payment terms.,
33,1/4/2021,SP_SRM,Unable to view supplier profiles in SRM Module,SP_SRM Unable to view supplier profiles in SRM Module,Verified user access,Assigned user access to view supplier profiles.,
34,1/5/2021,SP_SRM,SP ERP not responding to SRM Module queries,SP_SRM SP ERP not responding to SRM Module queries,Checked network settings,Adjusted network settings to improve response.,
35,1/6/2021,SP_SRM,Unable to approve purchase orders in SRM Module,SP_SRM Unable to approve purchase orders in SRM Module,Verified user access,Assigned user access to approve purchase orders.,
36,1/7/2021,SP_SRM,Unable to add new contracts in SRM Module,SP_SRM Unable to add new contracts in SRM Module,Verified user access,Assigned user access to add new contracts.,
37,1/8/2021,SP_SRM,Incorrect supplier data showing in SRM Module,SP_SRM Incorrect supplier data showing in SRM Module,Checked data integrity,Corrected data integrity to show correct supplier data.,
38,1/9/2021,SP_SRM,Unable to save supplier details in SRM Module,SP_SRM Unable to save supplier details in SRM Module,Verified user access,Assigned necessary user access to save supplier details.,
39,1/10/2021,SP_SRM,Unable to access supplier contacts in SRM Module,SP_SRM Unable to access supplier contacts in SRM Module,Verified user access,Assigned user access to access supplier contacts.,
40,1/11/2021,SP_SRM,SRM Module not responding to SP ERP requests,SP_SRM SRM Module not responding to SP ERP requests,Checked system settings,Adjusted system settings to respond to requests.,
41,1/12/2021,SP_SRM,Unable to access supplier documents in SRM Module,SP_SRM Unable to access supplier documents in SRM Module,Verified user access,Assigned user access to access supplier documents.,
42,1/13/2021,SP_SRM,Unable to update supplier information in SRM Module,SP_SRM Unable to update supplier information in SRM Module,Verified user access,Assigned user access to update supplier information.,
43,1/14/2021,SP_SRM,Incorrect price of goods displaying in SRM Module,SP_SRM Incorrect price of goods displaying in SRM Module,Verified supplier data,Corrected supplier data to display correct price of goods.,
44,1/15/2021,SP_SRM,Unable to view supplier ratings in SRM Module,SP_SRM Unable to view supplier ratings in SRM Module,Verified user access,Assigned user access to view supplier ratings.,
45,1/16/2021,SP_SRM,SP ERP not processing SRM Module requests,SP_SRM SP ERP not processing SRM Module requests,Checked system settings,Adjusted system settings to process requests.,
46,1/17/2021,SP_SRM,Unable to approve invoices in SRM Module,SP_SRM Unable to approve invoices in SRM Module,Verified user access,Assigned user access to approve invoices.,
47,1/18/2021,SP_SRM,Unable to view supplier contracts in SRM Module,SP_SRM Unable to view supplier contracts in SRM Module,Verified user access,Assigned user access to view supplier contracts.,
48,1/19/2021,SP_SRM,Incorrect supplier address showing in SRM Module,SP_SRM Incorrect supplier address showing in SRM Module,Verified supplier data,Corrected supplier data to display correct address.,
49,1/20/2021,SP_SRM,Unable to add new suppliers in SRM Module,SP_SRM Unable to add new suppliers in SRM Module,Verified user access,Assigned necessary user access to add new suppliers.,
50,1/21/2021,SP_SRM,Unable to update supplier payment information in SRM Module,SP_SRM Unable to update supplier payment information in SRM Module,Verified user access,Assigned user access to update supplier payment information.,
51,1/22/2021,SP_SRM,Unable to approve supplier contracts in SRM Module,SP_SRM Unable to approve supplier contracts in SRM Module,Verified user access,Assigned user access to approve supplier contracts.,
52,1/23/2021,SP_SRM,Incorrect supplier contact details showing in SRM Module,SP_SRM Incorrect supplier contact details showing in SRM Module,Verified supplier data,Corrected supplier data to display correct contact details.,
53,1/24/2021,SP_SRM,Unable to view supplier performance metrics in SRM Module,SP_SRM Unable to view supplier performance metrics in SRM Module,Verified user access,Assigned user access to view supplier performance metrics.,
54,1/25/2021,SP_SRM,SRM Module not processing SP ERP requests,SP_SRM SRM Module not processing SP ERP requests,Checked system settings,Adjusted system settings to process requests.,
55,1/26/2021,SP_SRM,Unable to approve supplier invoices in SRM Module,SP_SRM Unable to approve supplier invoices in SRM Module,Verified user access,Assigned user access to approve supplier invoices.,
56,1/27/2021,SP_SRM,Unable to add new contracts in SRM Module,SP_SRM Unable to add new contracts in SRM Module,Verified user access,Assigned user access to add new contracts.,
57,1/28/2021,SP_SRM,Incorrect supplier status showing in SRM Module,SP_SRM Incorrect supplier status showing in SRM Module,Verified supplier data,Corrected supplier data to display correct status.,
58,1/29/2021,SP_SRM,Unable to view supplier financials in SRM Module,SP_SRM Unable to view supplier financials in SRM Module,Verified user access,Assigned user access to view supplier financials.,
59,1/30/2021,SP_SRM,Unable to update supplier financial information in SRM Module,SP_SRM Unable to update supplier financial information in SRM Module,Verified user access,Assigned user access to update supplier financial information.,
60,1/31/2021,SP_SRM,Unable to approve supplier status changes in SRM Module,SP_SRM Unable to approve supplier status changes in SRM Module,Verified user access,Assigned user access to approve supplier status changes.,
61,2/1/2021,SP_SRM,Incorrect supplier payment terms showing in SRM Module,SP_SRM Incorrect supplier payment terms showing in SRM Module,Verified supplier data,Corrected supplier data to display correct payment terms.,
62,2/2/2021,SP_SRM,Unable to view supplier profiles in SRM Module,SP_SRM Unable to view supplier profiles in SRM Module,Verified user access,Assigned user access to view supplier profiles.,
63,2/3/2021,SP_SRM,SP ERP not responding to SRM Module queries,SP_SRM SP ERP not responding to SRM Module queries,Checked network settings,Adjusted network settings to improve response.,
64,2/4/2021,SP_SRM,Unable to approve purchase orders in SRM Module,SP_SRM Unable to approve purchase orders in SRM Module,Verified user access,Assigned user access to approve purchase orders.,
65,2/5/2021,SP_SRM,Unable to add new suppliers in SRM Module,SP_SRM Unable to add new suppliers in SRM Module,Verified user access,Assigned necessary user access to add new suppliers.,
66,2/6/2021,SP_SRM,Incorrect supplier data showing in SRM Module,SP_SRM Incorrect supplier data showing in SRM Module,Checked data integrity,Corrected data integrity to show correct supplier data.,ERRSRM0567
67,2/7/2021,SP_SRM,Unable to save supplier details in SRM Module,SP_SRM Unable to save supplier details in SRM Module,Verified user access,Assigned necessary user access to save supplier details.,
68,2/8/2021,SP_SRM,Unable to access supplier contacts in SRM Module,SP_SRM Unable to access supplier contacts in SRM Module,Verified user access,Assigned user access to access supplier contacts.,
69,2/9/2021,SP_SRM,SRM Module not responding to SP ERP requests,SP_SRM SRM Module not responding to SP ERP requests,Checked system settings,Adjusted system settings to respond to requests.,
70,2/10/2021,SP_SRM,Unable to access supplier documents in SRM Module,SP_SRM Unable to access supplier documents in SRM Module,Verified user access,Assigned user access to access supplier documents.,
71,2/11/2021,SP_SRM,Unable to update supplier information in SRM Module,SP_SRM Unable to update supplier information in SRM Module,Verified user access,Assigned user access to update supplier information.,
72,2/12/2021,SP_SRM,Incorrect price of goods displaying in SRM Module,SP_SRM Incorrect price of goods displaying in SRM Module,Verified supplier data,Corrected supplier data to display correct price of goods.,
73,2/13/2021,SP_SRM,Unable to view supplier ratings in SRM Module,SP_SRM Unable to view supplier ratings in SRM Module,Verified user access,Assigned user access to view supplier ratings.,
74,2/14/2021,SP_SRM,SP ERP not processing SRM Module requests,SP_SRM SP ERP not processing SRM Module requests,Checked system settings,Adjusted system settings to process requests.,
75,2/15/2021,SP_SRM,Unable to approve invoices in SRM Module,SP_SRM Unable to approve invoices in SRM Module,Verified user access,Assigned user access to approve invoices.,
76,2/16/2021,SP_SRM,Unable to view supplier contracts in SRM Module,SP_SRM Unable to view supplier contracts in SRM Module,Verified user access,Assigned user access to view supplier contracts.,
77,2/17/2021,SP_SRM,Incorrect supplier address showing in SRM Module,SP_SRM Incorrect supplier address showing in SRM Module,Verified supplier data,Corrected supplier data to display correct address.,
78,2/18/2021,SP_SRM,Unable to add new suppliers in SRM Module,SP_SRM Unable to add new suppliers in SRM Module,Verified user access,Assigned necessary user access to add new suppliers.,
79,2/19/2021,SP_SRM,Unable to update supplier payment information in SRM Module,SP_SRM Unable to update supplier payment information in SRM Module,Verified user access,Assigned user access to update supplier payment information.,
80,2/20/2021,SP_SRM,Unable to approve supplier contracts in SRM Module,SP_SRM Unable to approve supplier contracts in SRM Module,Verified user access,Assigned user access to approve supplier contracts.,
81,2/21/2021,SP_SRM,Incorrect supplier contact details showing in SRM Module,SP_SRM Incorrect supplier contact details showing in SRM Module,Verified supplier data,Corrected supplier data to display correct contact details.,
82,2/22/2021,SP_SRM,Unable to view supplier performance metrics in SRM Module,SP_SRM Unable to view supplier performance metrics in SRM Module,Verified user access,Assigned user access to view supplier performance metrics.,
83,2/23/2021,SP_SRM,SRM Module not processing SP ERP requests,SP_SRM SRM Module not processing SP ERP requests,Checked system settings,Adjusted system settings to process requests.,
84,2/24/2021,SP_SRM,Unable to approve supplier invoices in SRM Module,SP_SRM Unable to approve supplier invoices in SRM Module,Verified user access,Assigned user access to approve supplier invoices.,
85,2/25/2021,SP_SRM,Unable to add new contracts in SRM Module,SP_SRM Unable to add new contracts in SRM Module,Verified user access,Assigned user access to add new contracts.,
86,2/26/2021,SP_SRM,Incorrect supplier status showing in SRM Module,SP_SRM Incorrect supplier status showing in SRM Module,Verified supplier data,Corrected supplier data to display correct status.,
87,2/27/2021,SP_SRM,Unable to view supplier financials in SRM Module,SP_SRM Unable to view supplier financials in SRM Module,Verified user access,Assigned user access to view supplier financials.,
88,2/28/2021,SP_SRM,Unable to update supplier financial information in SRM Module,SP_SRM Unable to update supplier financial information in SRM Module,Verified user access,Assigned user access to update supplier financial information.,
89,3/1/2021,SP_SRM,Unable to approve supplier status changes in SRM Module,SP_SRM Unable to approve supplier status changes in SRM Module,Verified user access,Assigned user access to approve supplier status changes.,
90,3/2/2021,SP_SRM,Incorrect supplier payment terms showing in SRM Module,SP_SRM Incorrect supplier payment terms showing in SRM Module,Verified supplier data,Corrected supplier data to display correct payment terms.,
